"Ctrl_0"	"Ctrl_1"	"Ctrl_2"	"Ctrl_3"	"TollLPS_0"	"TollLPS_1"	"TollLPS_2"	"TollLPS_3"	"TollMRP8_0"	"TollMRP8_1"	"TollMRP8_2"	"TollMRP8_3"	"ActLPS_0"	"ActLPS_1"	"ActLPS_2"	"ActLPS_3"
"ABHD8"	80725.4032464698	80907.7243786305	1100.93762632459	68340.7300617546	290364.296548069	278233.752259985	148670.721286908	272154.683852568	245659.440476447	278816.545754671	254866.929212585	167056.510504335	360114.496154711	305565.104307607	350510.518974625	379066.273989156
"ABI1"	44030.7244192809	90308.5103491321	39404.8804650083	425.428664311767	288263.809727505	165778.665104881	241482.752934098	168424.386391416	260685.6782455	231488.901842386	179544.331179932	184767.408296466	384039.749065414	323887.509433553	398512.039030902	365870.654699393
"ABI2"	96337.9979133606	96693.5242526233	74929.3461674824	40004.1389511898	275733.359903097	172899.116715416	225599.837675691	211286.211200058	163456.602208316	181342.54841134	278841.996518895	120672.155544162	334238.065429963	392990.170489065	335248.179943301	331746.844411828
"ABI3"	41710.6579756364	82261.652010493	50485.9991604462	69625.6957948208	142812.454653904	193722.140369937	250218.511372805	161269.36650835	298830.289021134	119090.877473354	269165.852013975	176113.378303126	382571.021071635	399614.429520443	361828.591744415	362412.696541287
"ABI3BP"	93749.9546911567	25597.1452686936	53080.4303707555	9190.22369198501	167552.16694437	262136.099580675	189297.021739185	146207.101689652	162197.744147852	125471.307011321	219043.151009828	101783.613022417	361869.270354509	339702.264638618	303500.383486971	335734.043386765
"ABL1"	53125.9984709322	92441.4787208661	21791.2966385484	86108.6132470518	257482.781121507	250368.511257693	118227.059626952	250306.429993361	281526.309577748	206738.825142384	286357.89253749	246249.015815556	313523.953198455	309311.812603846	388229.774101637	363041.391619481
"ABL2"	56614.1734831035	39748.1057560071	60462.028440088	37637.7936685458	115151.861030608	180307.102762163	268929.312331602	250622.897967696	251807.406498119	193821.404594928	151490.538101643	183094.454929233	324925.267952494	318465.008283965	391442.566574551	369421.004201286
"ABLIM1"	81347.6585317403	29228.8981378078	31993.221421726	41699.5086008683	205645.191390067	227041.652193293	279265.632433817	242860.049381852	249424.455640838	243737.784819677	291811.533272266	108156.310068443	367959.284363315	347228.830680251	353232.104517519	398461.835598573
"ABLIM2"	77588.6608287692	64051.2089943513	26052.2193042561	31268.2894058526	156475.528795272	155804.821522906	126649.027550593	228415.057435632	216927.45196633	139763.120049611	245202.981261536	161778.502073139	387676.931195892	383578.002103604	397552.223550156	316056.538838893
"ABLIM3"	73489.0524065122	77566.0407263786	59806.0509888455	11660.695867613	244808.254437521	296760.134259239	196792.636997998	164049.066323787	162153.448723257	194613.74101229	170826.018135995	170700.623840094	319272.002438083	396487.045451067	384988.84239234	399187.920033
"ABO"	24193.9978208393	26434.6989803016	28522.0686811954	53382.2055673227	237215.649103746	171803.424274549	101607.965538278	162056.975346059	107037.299312651	155667.325202376	105598.746147007	138701.556110755	321528.370049782	338310.515950434	350494.626793079	336438.277480192
"ABR"	39689.4367877394	64414.0841905028	14369.0390745178	86626.5390766785	206286.197621375	272549.260221422	175923.763215542	227953.092567623	192085.323994979	105511.400615796	135635.483823717	256315.921386704	305313.07712663	307448.247098364	318910.769396462	351096.545206383
"ABRA"	45764.4926151261	89952.3399537429	77967.7274171263	81554.674799554	160086.764302105	219343.785662204	154637.10334152	145419.169124216	274415.46660848	251013.505272567	157412.215555087	228196.149691939	348173.653148115	320935.622369871	355986.748007126	399716.0844272
"ABRACL"	99699.6541507542	58979.9703098834	46655.4151382297	33098.752098158	155361.041240394	136133.26405175	136545.90845108	102868.795907125	188561.798306182	227237.539691851	103109.460277483	283528.370503336	387745.89037057	385178.143857047	303749.863570556	304041.706910357
"ABT1"	70663.0483036861	75737.9120215774	77423.3336793259	87126.2219967321	100395.741360262	265855.054371059	254926.734371111	114406.290650368	133490.856923163	262807.65091069	298149.621300399	286745.461029932	381411.450658925	342272.704606876	335144.24439054	321803.105203435
"ABTB1"	20935.130561702	76623.822748661	84161.5561395884	93412.629282102	113616.585265845	255949.583463371	113727.066060528	151571.009261534	163871.519686654	171884.735766798	172622.007224709	167061.41224131	356107.140751556	340344.071970321	375604.109535925	348562.643048353
"ABTB2"	67582.3887111619	85895.850113593	7575.04201028496	63549.7460607439	152916.594361886	123111.935518682	191514.195688069	224753.645574674	102607.211563736	114840.559335425	147860.967647284	126974.716363475	312282.407353632	312401.712290011	380273.976665922	359402.888081968
"AC093375.1"	39538.7328695506	74772.7057896554	73948.8461287692	37171.5694898739	183013.243274763	251691.180886701	169818.97521764	233753.08746472	239326.214045286	231137.714069337	201770.124584436	266059.57201682	348442.630353384	321548.216626979	386893.578874879	387897.211685777
"ACAA1"	33906.3251623884	67280.3348395973	32291.0411283374	68411.1715527251	233466.774923727	265035.767620429	150591.93726629	135590.819269419	267254.225583747	151268.930267543	203781.718341634	119579.159049317	318879.401567392	336133.391689509	368303.84710338	323026.510514319
"ACAA2"	21403.6339195445	24646.4502764866	12332.2040075436	78538.7185402215	212784.319743514	276597.062125802	276324.230339378	124238.310800865	267932.381248102	103246.173681691	244769.076490775	161327.161872759	383358.484879136	397730.503766797	397047.830512747	310222.736350261
"ACACA"	76142.3797812313	19619.9955185875	89752.9893089086	59540.1855185628	219599.844655022	279111.785488203	214890.02648741	106041.659135371	183159.234561026	155253.276787698	272064.826171845	287664.043856785	373214.827897027	331616.681604646	375007.818359882	304895.683028735
"ACACB"	44308.5445323959	29892.0295201242	30326.6406292096	57372.3206762224	203667.546017095	188466.245355085	208520.374866202	193578.973039985	191932.240547612	217030.550539494	227500.489680097	210078.514786437	307445.96037548	366777.375270613	373596.71681188	399812.695244327
"ACAD10"	93094.8336143047	80954.9436671659	43542.1058908105	35601.8275022507	239284.770563245	129392.436333001	140809.538448229	146450.847806409	253341.535711661	118740.053661168	271508.857095614	101759.989699349	378085.151617415	302666.12530686	369830.923550762	310896.077565849
"ACAD11"	51663.4732251987	65228.4351876006	68546.6291382909	82318.4793349355	106686.5243949	226726.06697306	116575.612174347	182926.801359281	270056.358911097	177906.637266278	121239.30035159	166127.595724538	310555.06169796	353997.339517809	390442.013763823	311965.501704253
"ACAD8"	11897.4817916751	91535.7950143516	25348.1588559225	40612.3580643907	156852.106750011	133186.533069238	257543.562492356	282896.105898544	225327.709829435	154397.347196937	134733.883617446	262630.266649649	311212.294944562	367369.787185453	301972.728851251	360142.981866375
"ACAD9"	26282.8393606469	32001.7567370087	24135.1109463722	53744.769631885	115424.163499847	181355.109903961	231514.839921147	216844.098642468	266209.120489657	199571.941141039	119453.719211742	154095.541778952	337675.349530764	347709.969943389	368766.943877563	352527.878549881
"ACADL"	71797.9732668027	53789.2485503107	1729.6947306022	62295.2701291069	136517.596803606	284793.969336897	103577.521210536	146302.799135447	241031.862189993	276332.316966727	285870.419302955	219835.826661438	364370.896364562	319529.091427103	319645.791547373	325486.741703935
"ACADM"	60291.8915916234	76422.9092514142	87433.5474101827	44345.7007640973	190046.52518779	251129.831280559	174188.718665391	276921.063987538	220844.301348552	276131.663192064	248225.480923429	202416.094765067	342937.681660987	342777.061881498	308186.249504797	357844.107737765
"ACADS"	50590.1593947783	89084.0680571273	37761.9353123009	25780.2729029208	235341.843497008	258437.844458967	194669.084530324	255371.634615585	235985.689423978	234696.314111352	129951.458983123	262526.109348983	338138.182554394	374010.532884859	334449.923643842	341639.923909679
"ACADSB"	16948.6584840342	8641.5579309687	68204.0994754061	35869.5934060961	236090.21846205	281308.946711943	100522.701302543	239761.114958674	168381.458241493	187115.858774632	181873.107468709	192715.273005888	334298.876835965	336084.319581278	329321.909160353	341490.803775378
"ACADVL"	6503.01584973931	6789.99016527086	56524.5026024058	68208.0904021859	184453.227743506	113724.355958402	113605.246972293	234165.220428258	116917.517315596	293724.339921027	224819.875368848	175136.425346136	385890.980158001	319535.830221139	380876.295524649	330882.151122205
"ACAN"	19191.388017498	26563.3150935173	94445.6800119951	51962.7724541351	133938.551042229	294897.902291268	148644.618643448	228830.130258575	160976.22634843	185456.864116713	278090.069256723	266419.024532661	330241.22370407	352589.530916885	394567.017792724	396089.009428397
"ACAP1"	74105.3771460429	22155.5915195495	63959.2468272895	62630.4842764512	282914.750650525	168589.110346511	272055.449476466	147620.723815635	111039.333138615	283147.53244631	243353.473814204	221128.968009725	336475.879419595	310627.997131087	343681.01703003	397070.377715863
"ACAP2"	54077.7656249702	24089.3550915644	24975.3131065518	46774.3518063799	196811.572043225	148169.236490503	151564.65168111	212652.522744611	262821.154668927	111073.023546487	214346.766378731	160920.351371169	357100.874138996	349102.420988493	351217.17529837	313958.380743861
"ACAP3"	83449.5878312737	23392.0332044363	77513.6408861727	52161.298529245	218216.422945261	181219.742679968	196108.84450376	156790.467631072	253648.193180561	138751.576794311	198023.403715342	148480.681981891	307619.234058075	328679.872560315	372571.313241497	385209.077177569
"ACAT1"	33422.1593569964	77846.3795781136	23763.6850215495	33672.7551883087	112914.193049073	215453.869989142	207469.094684348	143784.213857725	226117.076911032	131791.766127571	210818.419978023	265670.26944831	353533.521783538	352242.869045585	381086.638243869	388622.591621242
"ACAT2"	42450.4088936374	69811.8860134855	65537.1950240806	72202.1592548117	248525.516223162	149279.254954308	119969.77198869	197654.669545591	166637.783451006	246089.077088982	151683.056168258	200802.874285728	365786.521974951	332736.413320526	384033.97037182	386920.444224961
"ACBD3"	16407.5518492609	5065.27097895741	57289.007329382	11416.1107921973	275430.30786328	220020.022988319	190293.834544718	226479.250751436	110823.942767456	156525.248661637	271686.270693317	180998.448235914	307057.288824581	355221.20159585	395437.508821487	343082.833802328
"ACBD4"	1576.53305213898	77724.4851225987	26665.3259983286	68020.7535158843	150217.656698078	298964.487202466	103346.57211788	225653.669377789	122000.626660883	274864.152539521	257373.121241108	206291.709979996	381860.456988215	327225.487446412	329050.76155439	305774.816963822
"ACBD5"	22200.4988463596	97424.2655793205	67878.6959964782	78162.8386583179	137920.968187973	121892.254753038	122880.278807133	165258.107334375	125777.841033414	261081.11878857	202363.302418962	183729.020599276	302311.250264756	340609.702351503	393554.118019529	314464.313676581
"ACBD6"	69926.3062560931	1040.69700464606	50390.7080739737	73105.920990929	203277.65615657	249685.521097854	146011.026389897	109002.038370818	180431.020818651	286714.146984741	225240.405835211	269634.518679231	329040.173324756	323872.218420729	353839.383623563	393773.269280791
"ACBD7"	32977.8022365645	82049.9145193025	88483.11745096	85597.1956858411	232178.937876597	223965.089442208	193587.06176281	217254.222650081	138967.266306281	139583.760965616	276233.578007668	244242.863496765	309920.664108358	305003.303708509	353196.129016578	311129.92442213
"ACCS"	45324.4409756735	47038.0427548662	51523.9797299728	16384.2575391755	106464.126007631	111415.617214516	141389.806428924	211581.945093349	103343.480452895	141330.647422001	115331.431012601	196490.34217	317286.030831747	366382.115008309	319312.490080483	307625.002856366
"ACCSL"	88391.8509352952	20064.2741518095	63456.1200626194	4424.8882913962	268779.585789889	222989.475727081	209106.063796207	214567.147055641	119419.034803286	273508.033249527	187285.412708297	136416.36390239	322470.703790896	321039.924956858	399928.037915379	343265.497242101
"ACD"	37105.0266548991	60383.3058383316	95262.5131234527	21485.7867686078	266730.508534238	153226.948762313	131521.007046103	186110.753100365	233481.599902734	288009.492820129	229802.895104513	103185.604698956	303818.76968313	311772.507848218	354737.034905702	309830.877603963
"ACE"	17929.4198518619	86697.1271811053	46501.4905901626	22694.7431219742	197454.784577712	104404.594283551	185441.312287003	166261.745803058	292559.060826898	284006.794635206	132004.084251821	249468.274787068	347839.856054634	320646.358258091	380758.591694757	345712.075382471
"ACE2"	90663.1511403248	97209.2877607793	95825.5039528012	54769.3319618702	266598.540870473	229876.235220581	260555.205214769	274305.329471827	289778.221817687	118231.104174629	262229.842506349	199978.599650785	389944.750419818	325864.36222773	301202.027965337	324032.474355772
"ACER1"	98471.3871032	34852.259978652	37610.2789537981	42029.0064066648	289446.894545108	278257.778659463	145700.590312481	233145.886007696	243482.433818281	108122.480660677	185068.231727928	112536.45340912	369107.910501771	324238.327937201	313394.347717986	363680.061674677
"ACER2"	28261.3152870908	6651.99861396104	7980.91543838382	43279.3884072453	146562.77615577	277709.476742893	100308.153079823	230741.40176177	135966.119216755	233768.186019734	150374.383153394	213641.745038331	376991.528621875	399996.609915979	368963.103252463	376640.770328231
"ACER3"	98833.1131171435	11299.2915092036	22039.6761083975	22031.4542064443	232616.176269948	295654.101716354	262409.774027765	240475.039975718	199170.908611268	258885.417087004	168974.299309775	235731.735359877	361619.970854372	368969.868216664	399926.139647141	346494.14960295
"ACHE"	64814.4459817559	50928.0550992116	72745.5941494554	31594.6960356086	253030.07834591	248122.619371861	150649.382174015	129828.619631007	272488.399129361	171330.897416919	250321.625359356	265992.035251111	319163.48261293	358098.66101481	325633.846060373	324630.77197317
